Number,Date,Location,Infected,Recovered
7991,2.11.20,Tamil Nadu,727026,706032
7992,2.11.20,Telengana,240970,223340
7993,2.11.20,Tripura,30852,29582
7994,2.11.20,Uttarakhand,62550,58636
7995,2.11.20,Uttar Pradesh,483832,460509
7996,2.11.20,West Bengal,377651,340890
7997,3.11.20,Andaman and Nicobar Islands,4352,4192
7998,3.11.20,Andhra Pradesh,827882,805344
7999,3.11.20,Arunachal Pradesh,14998,13276
8000,3.11.20,Assam,206982,198501
8001,3.11.20,Bihar,217277,210683
8002,3.11.20,Chandigarh,14528,13935
8003,3.11.20,Chhattisgarh,190513,168599
8004,3.11.20,Dadra and Nagar Haveli and Daman and Diu,3257,3223
8005,3.11.20,Delhi,396371,363063
8006,3.11.20,Goa,43954,41739
8007,3.11.20,Gujarat,174517,161839
8008,3.11.20,Haryana,170446,157527
8009,3.11.20,Himachal Pradesh,22598,19640
8010,3.11.20,Jammu and Kashmir,95710,89630
8011,3.11.20,Jharkhand,102490,97371
8012,3.11.20,Karnataka,829640,784816
8013,3.11.20,Kerala,444268,357476
8014,3.11.20,Ladakh,6357,5747
8015,3.11.20,Madhya Pradesh,172717,164419
8016,3.11.20,Maharashtra,1687784,1568432
8017,3.11.20,Manipur,19091,15523
8018,3.11.20,Meghalaya,9678,8669
8019,3.11.20,Mizoram,2792,2348
8020,3.11.20,Nagaland,9096,7731
8021,3.11.20,Odisha,293214,280431
8022,3.11.20,Puducherry,35178,32422
8023,3.11.20,Punjab,134371,130188
8024,3.11.20,Rajasthan,200495,184606
8025,3.11.20,Sikkim,3967,3728
8026,3.11.20,Tamil Nadu,729507,710003
8027,3.11.20,Telengana,242506,224764
8028,3.11.20,Tripura,30989,29668
8029,3.11.20,Uttarakhand,62881,59079
8030,3.11.20,Uttar Pradesh,485609,462574
8031,3.11.20,West Bengal,381608,345032
8032,4.11.20,Andaman and Nicobar Islands,4372,4213
8033,4.11.20,Andhra Pradesh,830731,809059
8034,4.11.20,Arunachal Pradesh,15083,13409
8035,4.11.20,Assam,207361,198976
8036,4.11.20,Bihar,218203,211780
8037,4.11.20,Chandigarh,14608,13979
8038,4.11.20,Chhattisgarh,192237,170467
8039,4.11.20,Dadra and Nagar Haveli and Daman and Diu,3257,3227
8040,4.11.20,Delhi,403096,366721
8041,4.11.20,Goa,44189,41980
8042,4.11.20,Gujarat,175471,163042
8043,4.11.20,Haryana,172130,158792
8044,4.11.20,Himachal Pradesh,22932,19813
8045,4.11.20,Jammu and Kashmir,96188,90220
8046,4.11.20,Jharkhand,102887,97866
8047,4.11.20,Karnataka,832396,791982
8048,4.11.20,Kerala,451130,366304
8049,4.11.20,Ladakh,6441,5777
8050,4.11.20,Madhya Pradesh,173384,165340
8051,4.11.20,Maharashtra,1692693,1575525
8052,4.11.20,Manipur,19241,15644
8053,4.11.20,Meghalaya,9741,8770
8054,4.11.20,Mizoram,2893,2377
8055,4.11.20,Nagaland,9151,7911
8056,4.11.20,Odisha,294415,281905
8057,4.11.20,Puducherry,35325,32880
8058,4.11.20,Punjab,134786,130560
8059,4.11.20,Rajasthan,202220,185835
8060,4.11.20,Sikkim,4004,3733
8061,4.11.20,Tamil Nadu,731942,712741
8062,4.11.20,Telengana,244143,226043
8063,4.11.20,Tripura,31105,29783
8064,4.11.20,Uttarakhand,63197,59492
8065,4.11.20,Uttar Pradesh,487335,464797
8066,4.11.20,West Bengal,385589,349146
8067,5.11.20,Andaman and Nicobar Islands,4389,4223
8068,5.11.20,Andhra Pradesh,833208,811770
8069,5.11.20,Arunachal Pradesh,15160,13515
8070,5.11.20,Assam,207741,199631
8071,5.11.20,Bihar,218605,212511
8072,5.11.20,Chandigarh,14702,14031
8073,5.11.20,Chhattisgarh,194499,171726
8074,5.11.20,Dadra and Nagar Haveli and Daman and Diu,3262,3230
8075,5.11.20,Delhi,409938,372569
8076,5.11.20,Goa,44372,42237
8077,5.11.20,Gujarat,176446,164070
8078,5.11.20,Haryana,174082,159972
8079,5.11.20,Himachal Pradesh,23365,19934
8080,5.11.20,Jammu and Kashmir,96700,90765
8081,5.11.20,Jharkhand,103188,98374
8082,5.11.20,Karnataka,835773,800061
8083,5.11.20,Kerala,459646,374538
8084,5.11.20,Ladakh,6553,5851
8085,5.11.20,Madhya Pradesh,174091,166237
8086,5.11.20,Maharashtra,1698198,1584553
8087,5.11.20,Manipur,19503,15805
8088,5.11.20,Meghalaya,9801,8842
8089,5.11.20,Mizoram,2958,2437
8090,5.11.20,Nagaland,9207,8061
8091,5.11.20,Odisha,295889,283437
8092,5.11.20,Puducherry,35429,33300
8093,5.11.20,Punjab,135313,130842
8094,5.11.20,Rajasthan,203990,187667
8095,5.11.20,Sikkim,4067,3813
8096,5.11.20,Tamil Nadu,734429,715275
8097,5.11.20,Telengana,245682,227026
8098,5.11.20,Tripura,31237,29898
8099,5.11.20,Uttarakhand,63585,59767
8100,5.11.20,Uttar Pradesh,489502,466826
8101,5.11.20,West Bengal,389576,353330
8102,6.11.20,Andaman and Nicobar Islands,4403,4235
8103,6.11.20,Andhra Pradesh,835953,814075
8104,6.11.20,Arunachal Pradesh,15244,13623
8105,6.11.20,Assam,208054,200392
8106,6.11.20,Bihar,219349,212993
8107,6.11.20,Chandigarh,14794,14091
8108,6.11.20,Chhattisgarh,196233,173120
8109,6.11.20,Dadra and Nagar Haveli and Daman and Diu,3268,3232
8110,6.11.20,Delhi,416653,377924
8111,6.11.20,Goa,44544,42479
8112,6.11.20,Gujarat,177436,165132
8113,6.11.20,Haryana,176146,161502
8114,6.11.20,Himachal Pradesh,23809,20141
8115,6.11.20,Jammu and Kashmir,97224,91422
8116,6.11.20,Jharkhand,103543,98858
8117,6.11.20,Karnataka,838929,805815
8118,6.11.20,Kerala,466466,382263
8119,6.11.20,Ladakh,6633,5881
8120,6.11.20,Madhya Pradesh,174825,167059
8121,6.11.20,Maharashtra,1703444,1596086
8122,6.11.20,Manipur,19725,15939
8123,6.11.20,Meghalaya,9893,8904
8124,6.11.20,Mizoram,2990,2475
8125,6.11.20,Nagaland,9264,8206
8126,6.11.20,Odisha,297274,284911
8127,6.11.20,Puducherry,35550,33720
8128,6.11.20,Punjab,135834,131213
8129,6.11.20,Rajasthan,205800,189499
8130,6.11.20,Sikkim,4093,3853
8131,6.11.20,Tamil Nadu,736777,717716
8132,6.11.20,Telengana,247284,228012
8133,6.11.20,Tripura,31347,30020
8134,6.11.20,Uttarakhand,64065,60385
8135,6.11.20,Uttar Pradesh,491354,468204
8136,6.11.20,West Bengal,393524,357571
8137,7.11.20,Andaman and Nicobar Islands,4420,4254
8138,7.11.20,Andhra Pradesh,838363,816538
8139,7.11.20,Arunachal Pradesh,15325,13722
8140,7.11.20,Assam,208389,201322
8141,7.11.20,Bihar,220099,213581
8142,7.11.20,Chandigarh,14927,14155
8143,7.11.20,Chhattisgarh,197991,174925
8144,7.11.20,Dadra and Nagar Haveli and Daman and Diu,3272,3235
8145,7.11.20,Delhi,423831,384109
8146,7.11.20,Goa,44747,42689
8147,7.11.20,Gujarat,178471,166457
8148,7.11.20,Haryana,178413,163056
8149,7.11.20,Himachal Pradesh,24239,20394
8150,7.11.20,Jammu and Kashmir,97805,92060
8151,7.11.20,Jharkhand,103899,99260
8152,7.11.20,Karnataka,841889,808551
8153,7.11.20,Kerala,473468,390144
8154,7.11.20,Ladakh,6718,5934
8155,7.11.20,Madhya Pradesh,175603,167927
8156,7.11.20,Maharashtra,1710314,1607307
8157,7.11.20,Manipur,19891,16283
8158,7.11.20,Meghalaya,9979,8995
8159,7.11.20,Mizoram,3032,2487
8160,7.11.20,Nagaland,9327,8327
8161,7.11.20,Odisha,298768,286567
8162,7.11.20,Puducherry,35675,34035
8163,7.11.20,Punjab,136481,131599
8164,7.11.20,Rajasthan,207597,191320
8165,7.11.20,Sikkim,4144,3861
8166,7.11.20,Tamil Nadu,739147,720145
8167,7.11.20,Telengana,248891,228955
8168,7.11.20,Tripura,31434,30148
8169,7.11.20,Uttarakhand,64538,60802
8170,7.11.20,Uttar Pradesh,493527,470395
8171,7.11.20,West Bengal,397466,361909
8172,8.11.20,Andaman and Nicobar Islands,4441,4266
8173,8.11.20,Andhra Pradesh,840730,819296
8174,8.11.20,Arunachal Pradesh,15389,13830
8175,8.11.20,Assam,208637,201879
8176,8.11.20,Bihar,220936,214649
8177,8.11.20,Chandigarh,15025,14210
8178,8.11.20,Chhattisgarh,199562,176306
8179,8.11.20,Dadra and Nagar Haveli and Daman and Diu,3273,3241
8180,8.11.20,Delhi,430784,390526
8181,8.11.20,Goa,44916,42880
8182,8.11.20,Gujarat,179517,167393
8183,8.11.20,Haryana,180424,164711
8184,8.11.20,Himachal Pradesh,24812,20614
8185,8.11.20,Jammu and Kashmir,98337,92753
8186,8.11.20,Jharkhand,104239,99673
8187,8.11.20,Karnataka,844147,810808
8188,8.11.20,Kerala,480669,397292
8189,8.11.20,Ladakh,6790,5974
8190,8.11.20,Madhya Pradesh,176468,168732
8191,8.11.20,Maharashtra,1714273,1614205
8192,8.11.20,Manipur,20131,16908
8193,8.11.20,Meghalaya,10047,9052
8194,8.11.20,Mizoram,3090,2528
8195,8.11.20,Nagaland,9455,8381
8196,8.11.20,Odisha,300140,288267
8197,8.11.20,Puducherry,35744,34532
8198,8.11.20,Punjab,136958,132131
8199,8.11.20,Rajasthan,209438,193111
8200,8.11.20,Sikkim,4195,3881
8201,8.11.20,Tamil Nadu,741488,722522
8202,8.11.20,Telengana,250331,230441
8203,8.11.20,Tripura,31517,30215
8204,8.11.20,Uttarakhand,65036,61146
8205,8.11.20,Uttar Pradesh,495421,472430
8206,8.11.20,West Bengal,401394,366306
8207,9.11.20,Andaman and Nicobar Islands,4450,4281
8208,9.11.20,Andhra Pradesh,842967,821564
8209,9.11.20,Arunachal Pradesh,15436,13927
8210,9.11.20,Assam,208789,202277
8211,9.11.20,Bihar,221624,215351
8212,9.11.20,Chandigarh,15134,14258
8213,9.11.20,Chhattisgarh,200937,178576
8214,9.11.20,Dadra and Nagar Haveli and Daman and Diu,3274,3248
8215,9.11.20,Delhi,438529,396672
8216,9.11.20,Goa,45065,43089
8217,9.11.20,Gujarat,180537,168219
8218,9.11.20,Haryana,182804,166356
8219,9.11.20,Himachal Pradesh,25486,20770
8220,9.11.20,Jammu and Kashmir,98892,93214
8221,9.11.20,Jharkhand,104442,99971
8222,9.11.20,Karnataka,846887,813190
8223,9.11.20,Kerala,486109,404169
8224,9.11.20,Ladakh,6809,6044
8225,9.11.20,Madhya Pradesh,177359,169431
8226,9.11.20,Maharashtra,1719858,1622562
8227,9.11.20,Manipur,20376,17269
8228,9.11.20,Meghalaya,10202,9168
8229,9.11.20,Mizoram,3096,2620
8230,9.11.20,Nagaland,9474,8486
8231,9.11.20,Odisha,301574,289593
8232,9.11.20,Puducherry,35838,34668
8233,9.11.20,Punjab,137445,132535
8234,9.11.20,Rajasthan,211310,194934
8235,9.11.20,Sikkim,4245,3972
8236,9.11.20,Tamil Nadu,743822,724928
8237,9.11.20,Telengana,251188,231949
8238,9.11.20,Tripura,31543,30324
8239,9.11.20,Uttarakhand,65279,61307
8240,9.11.20,Uttar Pradesh,497563,474314
8241,9.11.20,West Bengal,405314,370748
8242,10.11.20,Andaman and Nicobar Islands,4463,4299
8243,10.11.20,Andhra Pradesh,844359,823124
8244,10.11.20,Arunachal Pradesh,15484,14012
8245,10.11.20,Assam,209117,202789
8246,10.11.20,Bihar,222917,216414
8247,10.11.20,Chandigarh,15249,14347
8248,10.11.20,Chhattisgarh,202523,181302
8249,10.11.20,Dadra and Nagar Haveli and Daman and Diu,3274,3251
8250,10.11.20,Delhi,443552,403757
8251,10.11.20,Goa,45209,43325
8252,10.11.20,Gujarat,181508,169217
8253,10.11.20,Haryana,185231,168514
8254,10.11.20,Himachal Pradesh,26197,21005
8255,10.11.20,Jammu and Kashmir,99352,93787
8256,10.11.20,Jharkhand,104688,100437
8257,10.11.20,Karnataka,848850,815895
8258,10.11.20,Kerala,489702,410174
8259,10.11.20,Ladakh,6934,6088
8260,10.11.20,Madhya Pradesh,178168,170118
8261,10.11.20,Maharashtra***,1723135,1626698
8262,10.11.20,Manipur,20558,17457
8263,10.11.20,Meghalaya,10230,9206
8264,10.11.20,Mizoram,3156,2658
8265,10.11.20,Nagaland,9503,8559
8266,10.11.20,Odisha,302793,291130
8267,10.11.20,Puducherry,35900,34814
8268,10.11.20,Punjab,137999,133065
8269,10.11.20,Rajasthan,213169,196627
8270,10.11.20,Sikkim,4257,3989
8271,10.11.20,Tamil Nadu,746079,727254
8272,10.11.20,Telengana,252455,233874
8273,10.11.20,Tripura,31622,30368
8274,10.11.20,Uttarakhand,65677,61528
8275,10.11.20,Uttar Pradesh,499199,476234
8276,10.11.20,West Bengal,409221,375200
8277,11.11.20,Andaman and Nicobar Islands,4477,4315
8278,11.11.20,Andhra Pradesh,846245,825287
8279,11.11.20,Arunachal Pradesh,15581,14097
8280,11.11.20,Assam,209388,203423
8281,11.11.20,Bihar,223346,217253
8282,11.11.20,Chandigarh,15339,14417
8283,11.11.20,Chhattisgarh,204202,183477
8284,11.11.20,Dadra and Nagar Haveli and Daman and Diu,3275,3255
8285,11.11.20,Delhi,451382,409997
8286,11.11.20,Goa,45389,43528
8287,11.11.20,Gujarat,182557,170101
8288,11.11.20,Haryana,187777,170356
8289,11.11.20,Himachal Pradesh,26808,21443
8290,11.11.20,Jammu and Kashmir,99844,94429
8291,11.11.20,Jharkhand,104940,100898
8292,11.11.20,Karnataka,851212,820130
8293,11.11.20,Kerala,495712,416900
8294,11.11.20,Ladakh,7063,6143
8295,11.11.20,Madhya Pradesh,179068,170919
8296,11.11.20,Maharashtra,1726926,1633526
8297,11.11.20,Manipur,20777,17734
8298,11.11.20,Meghalaya,10296,9335
8299,11.11.20,Mizoram,3217,2688
8300,11.11.20,Nagaland,9536,8647
8301,11.11.20,Odisha,303780,292591
8302,11.11.20,Puducherry,36000,34929
8303,11.11.20,Punjab,138485,133447
8304,11.11.20,Rajasthan,215071,198346
8305,11.11.20,Sikkim,4308,4003
8306,11.11.20,Tamil Nadu,748225,729516
8307,11.11.20,Telengana,253651,235624
8308,11.11.20,Tripura,31706,30417
8309,11.11.20,Uttarakhand,66005,62050
8310,11.11.20,Uttar Pradesh,501311,478465
8311,11.11.20,West Bengal,413112,379668
8312,12.11.20,Andaman and Nicobar Islands,4494,4327
8313,12.11.20,Andhra Pradesh,847977,827062
8314,12.11.20,Arunachal Pradesh,15657,14172
8315,12.11.20,Assam,209633,204262
8316,12.11.20,Bihar,223917,218102
8317,12.11.20,Chandigarh,15434,14476
8318,12.11.20,Chhattisgarh,205923,185697
8319,12.11.20,Dadra and Nagar Haveli and Daman and Diu,3275,3257
8320,12.11.20,Delhi,459975,417346
8321,12.11.20,Goa,45498,43685
8322,12.11.20,Gujarat,183682,171459
8323,12.11.20,Haryana,190323,172210
8324,12.11.20,Himachal Pradesh,27418,21813
8325,12.11.20,Jammu and Kashmir,100351,94871
8326,12.11.20,Jharkhand,105224,101215
8327,12.11.20,Karnataka,853796,823034
8328,12.11.20,Kerala,502719,424181
8329,12.11.20,Ladakh,7134,6204
8330,12.11.20,Madhya Pradesh,179951,171623
8331,12.11.20,Maharashtra,1731833,1642815
8332,12.11.20,Manipur,20950,17900
8333,12.11.20,Meghalaya,10368,9406
8334,12.11.20,Mizoram,3242,2690
8335,12.11.20,Nagaland,9578,8737
8336,12.11.20,Odisha,305000,293946
8337,12.11.20,Puducherry,36114,35037
8338,12.11.20,Punjab,139184,133938
8339,12.11.20,Rajasthan,217151,200158
8340,12.11.20,Sikkim,4344,4053
8341,12.11.20,Tamil Nadu,750409,731754
8342,12.11.20,Telengana,254666,237343
8343,12.11.20,Tripura,31765,30567
8344,12.11.20,Uttarakhand,66788,62537
8345,12.11.20,Uttar Pradesh,503159,480597
8346,12.11.20,West Bengal,416984,384148
8347,13.11.20,Andaman and Nicobar Islands,4507,4343
8348,13.11.20,Andhra Pradesh,849705,828848
8349,13.11.20,Arunachal Pradesh,15701,14261
8350,13.11.20,Assam,209835,205036
8351,13.11.20,Bihar,224524,218761
8352,13.11.20,Chandigarh,15543,14541
8353,13.11.20,Chhattisgarh,207740,187679
8354,13.11.20,Dadra and Nagar Haveli and Daman and Diu,3278,3257
8355,13.11.20,Delhi,467028,423912
8356,13.11.20,Goa,45605,43877
8357,13.11.20,Gujarat,184964,172643
8358,13.11.20,Haryana,193111,174244
8359,13.11.20,Himachal Pradesh,28183,22018
8360,13.11.20,Jammu and Kashmir,100968,95390
8361,13.11.20,Jharkhand,105493,101825
8362,13.11.20,Karnataka,855912,826423
8363,13.11.20,Kerala,508256,430325
8364,13.11.20,Ladakh,7211,6240
8365,13.11.20,Madhya Pradesh,180997,172325
8366,13.11.20,Maharashtra,1736329,1650746
8367,13.11.20,Manipur,21211,18096
8368,13.11.20,Meghalaya,10511,9466
8369,13.11.20,Mizoram,3309,2741
8370,13.11.20,Nagaland,9615,8826
8371,13.11.20,Odisha,305986,295224
8372,13.11.20,Puducherry,36179,35108
8373,13.11.20,Punjab,139869,134430
8374,13.11.20,Rajasthan,219327,201975
8375,13.11.20,Sikkim,4368,4104
8376,13.11.20,Tamil Nadu,752521,734126
8377,13.11.20,Telengana,255663,238569
8378,13.11.20,Tripura,31841,30674
8379,13.11.20,Uttarakhand,67239,63083
8380,13.11.20,Uttar Pradesh,505426,482477
8381,13.11.20,West Bengal,420840,388655
8382,14.11.20,Andaman and Nicobar Islands,4518,4365
8383,14.11.20,Andhra Pradesh,851298,831036
8384,14.11.20,Arunachal Pradesh,15758,14366
8385,14.11.20,Assam,210068,205679
8386,14.11.20,Bihar,225124,219487
8387,14.11.20,Chandigarh,15636,14627
8388,14.11.20,Chhattisgarh,209288,190067
8389,14.11.20,Dadra and Nagar Haveli and Daman and Diu,3281,3261
8390,14.11.20,Delhi,474830,430501
8391,14.11.20,Goa,45761,44046
8392,14.11.20,Gujarat,186116,173727
8393,14.11.20,Haryana,195799,176386
8394,14.11.20,Himachal Pradesh,29008,22269
8395,14.11.20,Jammu and Kashmir,101594,95949
8396,14.11.20,Jharkhand,105781,102490
8397,14.11.20,Karnataka,857928,829883
8398,14.11.20,Kerala,514060,436552
8399,14.11.20,Ladakh,7291,6302
8400,14.11.20,Madhya Pradesh,182045,173169
8401,14.11.20,Maharashtra,1740461,1655416
8402,14.11.20,Manipur,21425,18357
8403,14.11.20,Meghalaya,10581,9553
8404,14.11.20,Mizoram,3368,2795
8405,14.11.20,Nagaland,9638,8911
8406,14.11.20,Odisha,307004,296740
8407,14.11.20,Puducherry,36252,35179
8408,14.11.20,Punjab,140605,134834
8409,14.11.20,Rajasthan,221471,203814
8410,14.11.20,Sikkim,4415,4122
8411,14.11.20,Tamil Nadu,754460,736712
8412,14.11.20,Telengana,256713,240309
8413,14.11.20,Tripura,31919,30776
8414,14.11.20,Uttarakhand,67706,63399
8415,14.11.20,Uttar Pradesh,507602,484507
8416,14.11.20,West Bengal,424675,393174
8417,15.11.20,Andaman and Nicobar Islands,4527,4376
8418,15.11.20,Andhra Pradesh,852955,833198
8419,15.11.20,Arunachal Pradesh,15792,14469
8420,15.11.20,Assam,210175,206211
8421,15.11.20,Bihar,225595,219868
8422,15.11.20,Chandigarh***,15636,14627
8423,15.11.20,Chhattisgarh,210004,190729
8424,15.11.20,Dadra and Nagar Haveli and Daman and Diu,3285,3265
8425,15.11.20,Delhi,482170,437714
8426,15.11.20,Goa,45845,44192
8427,15.11.20,Gujarat,187240,174728
8428,15.11.20,Haryana,197917,178379
8429,15.11.20,Himachal Pradesh,29330,22614
8430,15.11.20,Jammu and Kashmir,102159,96431
8431,15.11.20,Jharkhand,105935,102819
8432,15.11.20,Karnataka,860082,832098
8433,15.11.20,Kerala,520417,443371
8434,15.11.20,Ladakh,7356,6378
8435,15.11.20,Madhya Pradesh,183057,174052
8436,15.11.20,Maharashtra,1744698,1658228
8437,15.11.20,Manipur,21636,18552
8438,15.11.20,Meghalaya,10632,9618
8439,15.11.20,Mizoram,3393,2824
8440,15.11.20,Nagaland,9750,8943
8441,15.11.20,Odisha,307906,298026
8442,15.11.20,Puducherry,36299,35245
8443,15.11.20,Punjab***,140605,134834
8444,15.11.20,Rajasthan,223633,205580
8445,15.11.20,Sikkim,4456,4160
8446,15.11.20,Tamil Nadu,756372,739218
8447,15.11.20,Telengana,257374,241949
8448,15.11.20,Tripura,31945,30840
8449,15.11.20,Uttarakhand,68002,63585
8450,15.11.20,Uttar Pradesh,509903,486536
8451,15.11.20,West Bengal,428498,397706
8452,16.11.20,Andaman and Nicobar Islands,4536,4391
8453,16.11.20,Andhra Pradesh,854011,835352
8454,16.11.20,Arunachal Pradesh,15812,14548
8455,16.11.20,Assam,210268,206602
8456,16.11.20,Bihar,225901,220447
8457,16.11.20,Chandigarh,15804,14716
8458,16.11.20,Chhattisgarh,210534,191447
8459,16.11.20,Dadra and Nagar Haveli and Daman and Diu,3291,3269
8460,16.11.20,Delhi,485405,445415
8461,16.11.20,Goa,45903,44318
8462,16.11.20,Gujarat,188310,175735
8463,16.11.20,Haryana,199874,180317
8464,16.11.20,Himachal Pradesh,29713,22834
8465,16.11.20,Jammu and Kashmir,102619,96931
8466,16.11.20,Jharkhand,106064,103112
8467,16.11.20,Karnataka,861647,834482
8468,16.11.20,Kerala,524998,450076
8469,16.11.20,Ladakh,7396,6474
8470,16.11.20,Madhya Pradesh,183927,174781
8471,16.11.20,Maharashtra,1747242,1661353
8472,16.11.20,Manipur,21871,18814
8473,16.11.20,Meghalaya,10665,9694
8474,16.11.20,Mizoram,3396,2880
8475,16.11.20,Nagaland,9885,8965
8476,16.11.20,Odisha,308659,299389
8477,16.11.20,Puducherry,36324,35340
8478,16.11.20,Punjab,141658,135889
8479,16.11.20,Rajasthan,225817,207480
8480,16.11.20,Sikkim,4498,4214
8481,16.11.20,Tamil Nadu,758191,741750
8482,16.11.20,Telengana,257876,243491
8483,16.11.20,Tripura,31962,30919
8484,16.11.20,Uttarakhand,68215,63650
8485,16.11.20,Uttar Pradesh,511304,488337
8486,16.11.20,West Bengal,431551,402237
8487,17.11.20,Andaman and Nicobar Islands,4557,4407
8488,17.11.20,Andhra Pradesh,854764,836872
8489,17.11.20,Arunachal Pradesh,15868,14636
8490,17.11.20,Assam,210454,207008
8491,17.11.20,Bihar,226417,221196
8492,17.11.20,Chandigarh,15886,14834
8493,17.11.20,Chhattisgarh,211644,193067
8494,17.11.20,Dadra and Nagar Haveli and Daman and Diu,3294,3275
8495,17.11.20,Delhi,489202,449074
8496,17.11.20,Goa,46028,44604
8497,17.11.20,Gujarat,189236,176780
8498,17.11.20,Haryana,202027,182685
8499,17.11.20,Himachal Pradesh,30156,23381
8500,17.11.20,Jammu and Kashmir,103009,97421
8501,17.11.20,Jharkhand,106230,103476
8502,17.11.20,Karnataka,862804,836682
8503,17.11.20,Kerala,527708,456662
8504,17.11.20,Ladakh,7493,6549
8505,17.11.20,Madhya Pradesh,184524,175528
8506,17.11.20,Maharashtra,1749777,1664414
8507,17.11.20,Manipur,22049,19056
8508,17.11.20,Meghalaya,10706,9773
8509,17.11.20,Mizoram,3444,2920
8510,17.11.20,Nagaland,10025,9012
8511,17.11.20,Odisha,309408,300702
8512,17.11.20,Puducherry,36337,35435
8513,17.11.20,Punjab,142082,136481
8514,17.11.20,Rajasthan,227986,209302
8515,17.11.20,Sikkim,4521,4228
8516,17.11.20,Tamil Nadu,759916,744151
8517,17.11.20,Telengana,258828,245096
8518,17.11.20,Tripura,32039,30995
8519,17.11.20,Uttarakhand,68458,64274
8520,17.11.20,Uttar Pradesh,512850,490247
8521,17.11.20,West Bengal,434563,406666
8522,18.11.20,Andaman and Nicobar Islands,4574,4424
