Number,Date,Location,Infected,Recovered
5276,17.8.20,Goa,11639,7879
5277,17.8.20,Gujarat,78680,64297
5278,17.8.20,Haryana,47153,40139
5279,17.8.20,Himachal Pradesh,4156,2739
5280,17.8.20,Jammu and Kashmir,28470,21485
5281,17.8.20,Jharkhand,23055,14943
5282,17.8.20,Karnataka,226966,145438
5283,17.8.20,Kerala,44415,29050
5284,17.8.20,Ladakh,1948,1370
5285,17.8.20,Madhya Pradesh,45455,35143
5286,17.8.20,Maharashtra,595865,437160
5287,17.8.20,Manipur,4569,2648
5288,17.8.20,Meghalaya,1374,681
5289,17.8.20,Mizoram,789,371
5290,17.8.20,Nagaland,3394,1430
5291,17.8.20,Odisha,60050,42620
5292,17.8.20,Puducherry,7732,4553
5293,17.8.20,Punjab,31206,20243
5294,17.8.20,Rajasthan,61296,47480
5295,17.8.20,Sikkim,1167,674
5296,17.8.20,Tamil Nadu,338055,284036
5297,17.8.20,Telengana,92255,70835
5298,17.8.20,Tripura,7204,5345
5299,17.8.20,Uttarakhand,12175,8252
5300,17.8.20,Uttar Pradesh,154418,102881
5301,17.8.20,West Bengal,116498,89199
5302,18.8.20,Andaman and Nicobar Islands,2445,1354
5303,18.8.20,Andhra Pradesh,296609,211832
5304,18.8.20,Arunachal Pradesh,2741,1898
5305,18.8.20,Assam,79667,56931
5306,18.8.20,Bihar,106307,76920
5307,18.8.20,Chandigarh,2216,1213
5308,18.8.20,Chhattisgarh,16025,10748
5309,18.8.20,Dadra and Nagar Haveli and Daman and Diu,1908,1461
5310,18.8.20,Delhi,153367,142515
5311,18.8.20,Goa,11994,8169
5312,18.8.20,Gujarat,79710,65395
5313,18.8.20,Haryana,48040,41160
5314,18.8.20,Himachal Pradesh,4174,2853
5315,18.8.20,Jammu and Kashmir,28892,21844
5316,18.8.20,Jharkhand,23752,15301
5317,18.8.20,Karnataka,233283,152624
5318,18.8.20,Kerala,46140,30194
5319,18.8.20,Ladakh,1966,1382
5320,18.8.20,Madhya Pradesh,46385,36153
5321,18.8.20,Maharashtra,604358,448779
5322,18.8.20,Manipur,4687,2751
5323,18.8.20,Meghalaya,1418,685
5324,18.8.20,Mizoram,789,372
5325,18.8.20,Nagaland,3455,1538
5326,18.8.20,Odisha,62294,44133
5327,18.8.20,Puducherry,8029,4741
5328,18.8.20,Punjab,32696,21043
5329,18.8.20,Rajasthan,62630,48541
5330,18.8.20,Sikkim,1187,702
5331,18.8.20,Tamil Nadu,343945,289823
5332,18.8.20,Telengana,93937,72913
5333,18.8.20,Tripura,7409,5466
5334,18.8.20,Uttarakhand,12493,8643
5335,18.8.20,Uttar Pradesh,158216,107323
5336,18.8.20,West Bengal,119578,92176
5337,19.8.20,Andaman and Nicobar Islands,2529,1451
5338,19.8.20,Andhra Pradesh,306261,221131
5339,19.8.20,Arunachal Pradesh,2875,1954
5340,19.8.20,Assam,82201,58497
5341,19.8.20,Bihar,109498,80806
5342,19.8.20,Chandigarh,2305,1273
5343,19.8.20,Chhattisgarh,16833,11005
5344,19.8.20,Dadra and Nagar Haveli and Daman and Diu,1951,1526
5345,19.8.20,Delhi,154741,143673
5346,19.8.20,Goa,12333,8472
5347,19.8.20,Gujarat,80802,66523
5348,19.8.20,Haryana,48936,41855
5349,19.8.20,Himachal Pradesh,4235,2942
5350,19.8.20,Jammu and Kashmir,29326,22447
5351,19.8.20,Jharkhand,24477,15769
5352,19.8.20,Karnataka,240948,161150
5353,19.8.20,Kerala,47898,31565
5354,19.8.20,Ladakh,2010,1412
5355,19.8.20,Madhya Pradesh,47375,36854
5356,19.8.20,Maharashtra,615477,458557
5357,19.8.20,Manipur,4765,2807
5358,19.8.20,Meghalaya,1457,691
5359,19.8.20,Mizoram,860,379
5360,19.8.20,Nagaland,3520,1672
5361,19.8.20,Odisha,64533,45677
5362,19.8.20,Puducherry,8396,5032
5363,19.8.20,Punjab,34400,22660
5364,19.8.20,Rajasthan,63977,49858
5365,19.8.20,Sikkim,1207,757
5366,19.8.20,Tamil Nadu,349654,295794
5367,19.8.20,Telengana,95700,74710
5368,19.8.20,Tripura,7645,5562
5369,19.8.20,Uttarakhand,12961,8888
5370,19.8.20,Uttar Pradesh,162434,112192
5371,19.8.20,West Bengal,122753,95218
5372,20.8.20,Andaman and Nicobar Islands,2604,1559
5373,20.8.20,Andhra Pradesh,316003,229278
5374,20.8.20,Arunachal Pradesh,2950,2027
5375,20.8.20,Assam,84317,60561
5376,20.8.20,Bihar,112437,84891
5377,20.8.20,Chandigarh,2396,1382
5378,20.8.20,Chhattisgarh,17485,11346
5379,20.8.20,Dadra and Nagar Haveli and Daman and Diu,1995,1606
5380,20.8.20,Delhi,156139,145002
5381,20.8.20,Goa,12675,8837
5382,20.8.20,Gujarat,81942,67660
5383,20.8.20,Haryana,49930,42623
5384,20.8.20,Himachal Pradesh,4411,3011
5385,20.8.20,Jammu and Kashmir,30034,23069
5386,20.8.20,Jharkhand,26090,16452
5387,20.8.20,Karnataka,249590,168477
5388,20.8.20,Kerala,50231,32789
5389,20.8.20,Ladakh,2048,1415
5390,20.8.20,Madhya Pradesh,48351,37634
5391,20.8.20,Maharashtra,628642,467914
5392,20.8.20,Manipur,4876,2903
5393,20.8.20,Meghalaya,1506,700
5394,20.8.20,Mizoram,873,384
5395,20.8.20,Nagaland,3558,1714
5396,20.8.20,Odisha,67122,47308
5397,20.8.20,Puducherry,8750,5441
5398,20.8.20,Punjab,36084,23624
5399,20.8.20,Rajasthan,65289,50873
5400,20.8.20,Sikkim,1232,792
5401,20.8.20,Tamil Nadu,355449,302294
5402,20.8.20,Telengana,97424,75915
5403,20.8.20,Tripura,7835,5630
5404,20.8.20,Uttarakhand,13225,9310
5405,20.8.20,Uttar Pradesh,167510,117865
5406,20.8.20,West Bengal,125922,98244
5407,21.8.20,Andaman and Nicobar Islands,2680,1669
5408,21.8.20,Andhra Pradesh,325396,238219
5409,21.8.20,Arunachal Pradesh,3066,2098
5410,21.8.20,Assam,86052,63341
5411,21.8.20,Bihar,114941,88152
5412,21.8.20,Chandigarh,2515,1421
5413,21.8.20,Chhattisgarh,18501,11907
5414,21.8.20,Dadra and Nagar Haveli and Daman and Diu,2030,1629
5415,21.8.20,Delhi,157354,146083
5416,21.8.20,Goa,13099,9189
5417,21.8.20,Gujarat,83107,68799
5418,21.8.20,Haryana,50926,43371
5419,21.8.20,Himachal Pradesh,4538,3108
5420,21.8.20,Jammu and Kashmir,30717,23803
5421,21.8.20,Jharkhand,26753,17343
5422,21.8.20,Karnataka,256975,174810
5423,21.8.20,Kerala,52199,34015
5424,21.8.20,Ladakh,2077,1454
5425,21.8.20,Madhya Pradesh,49493,38711
5426,21.8.20,Maharashtra,643289,480483
5427,21.8.20,Manipur,4925,3020
5428,21.8.20,Meghalaya,1661,736
5429,21.8.20,Mizoram,895,402
5430,21.8.20,Nagaland,3583,1929
5431,21.8.20,Odisha,70020,48957
5432,21.8.20,Puducherry,9292,5771
5433,21.8.20,Punjab,37824,23994
5434,21.8.20,Rajasthan,66619,52111
5435,21.8.20,Sikkim,1290,830
5436,21.8.20,Tamil Nadu,361435,308152
5437,21.8.20,Telengana,99391,77704
5438,21.8.20,Tripura,8091,5718
5439,21.8.20,Uttarakhand,13636,9620
5440,21.8.20,Uttar Pradesh,172334,123823
5441,21.8.20,West Bengal,129119,101423
5442,22.8.20,Andaman and Nicobar Islands,2747,1776
5443,22.8.20,Andhra Pradesh,334940,247137
5444,22.8.20,Arunachal Pradesh,3126,2130
5445,22.8.20,Assam,87908,65823
5446,22.8.20,Bihar,117413,92050
5447,22.8.20,Chandigarh,2631,1459
5448,22.8.20,Chhattisgarh,19510,12202
5449,22.8.20,Dadra and Nagar Haveli and Daman and Diu,2082,1654
5450,22.8.20,Delhi,158604,147178
5451,22.8.20,Goa,13484,9675
5452,22.8.20,Gujarat,84311,70134
5453,22.8.20,Haryana,52129,43998
5454,22.8.20,Himachal Pradesh,4728,3259
5455,22.8.20,Jammu and Kashmir,31371,24398
5456,22.8.20,Jharkhand,28196,18669
5457,22.8.20,Karnataka,264546,181464
5458,22.8.20,Kerala,54182,35446
5459,22.8.20,Ladakh,2133,1468
5460,22.8.20,Madhya Pradesh,50640,39712
5461,22.8.20,Maharashtra,657450,492571
5462,22.8.20,Manipur,5049,3281
5463,22.8.20,Meghalaya,1718,755
5464,22.8.20,Mizoram,903,420
5465,22.8.20,Nagaland,3619,2082
5466,22.8.20,Odisha,72718,50894
5467,22.8.20,Puducherry,9594,6077
5468,22.8.20,Punjab,39327,24884
5469,22.8.20,Rajasthan,67954,53429
5470,22.8.20,Sikkim,1336,837
5471,22.8.20,Tamil Nadu,367430,314017
5472,22.8.20,Telengana,101865,79479
5473,22.8.20,Tripura,8371,6131
5474,22.8.20,Uttarakhand,14083,9868
5475,22.8.20,Uttar Pradesh,177239,129454
5476,22.8.20,West Bengal,132364,104560
5477,23.8.20,Andaman and Nicobar Islands,2808,1885
5478,23.8.20,Andhra Pradesh,345216,255827
5479,23.8.20,Arunachal Pradesh,3223,2233
5480,23.8.20,Assam,89468,67875
5481,23.8.20,Bihar,119529,95361
5482,23.8.20,Chandigarh,2776,1504
5483,23.8.20,Chhattisgarh,20078,12583
5484,23.8.20,Dadra and Nagar Haveli and Daman and Diu,2120,1704
5485,23.8.20,Delhi,160016,148422
5486,23.8.20,Goa,13790,10159
5487,23.8.20,Gujarat,85523,71124
5488,23.8.20,Haryana,53290,44610
5489,23.8.20,Himachal Pradesh,4895,3370
5490,23.8.20,Jammu and Kashmir,31981,25006
5491,23.8.20,Jharkhand,28571,18815
5492,23.8.20,Karnataka,271876,189183
5493,23.8.20,Kerala,56354,36753
5494,23.8.20,Ladakh,2210,1490
5495,23.8.20,Madhya Pradesh,51866,40605
5496,23.8.20,Maharashtra,671942,502109
5497,23.8.20,Manipur,5132,3477
5498,23.8.20,Meghalaya,1811,776
5499,23.8.20,Mizoram,917,423
5500,23.8.20,Nagaland,3635,2175
5501,23.8.20,Odisha,75537,52676
5502,23.8.20,Puducherry,10112,6458
5503,23.8.20,Punjab,40643,25338
5504,23.8.20,Rajasthan,69264,55088
5505,23.8.20,Sikkim,1381,874
5506,23.8.20,Tamil Nadu,373410,319700
5507,23.8.20,Telengana,104249,81341
5508,23.8.20,Tripura,8702,6254
5509,23.8.20,Uttarakhand,14566,10216
5510,23.8.20,Uttar Pradesh,182453,134162
5511,23.8.20,West Bengal,135596,107696
5512,24.8.20,Andaman and Nicobar Islands,2860,1996
5513,24.8.20,Andhra Pradesh,353111,263369
5514,24.8.20,Arunachal Pradesh,3263,2302
5515,24.8.20,Assam,90740,71142
5516,24.8.20,Bihar,121947,98836
5517,24.8.20,Chandigarh,2918,1529
5518,24.8.20,Chhattisgarh,20918,13128
5519,24.8.20,Dadra and Nagar Haveli and Daman and Diu,2161,1755
5520,24.8.20,Delhi,161466,149688
5521,24.8.20,Goa,13999,10616
5522,24.8.20,Gujarat,86624,72107
5523,24.8.20,Haryana,54386,45425
5524,24.8.20,Himachal Pradesh,5001,3490
5525,24.8.20,Jammu and Kashmir,32647,25449
5526,24.8.20,Jharkhand,29677,19941
5527,24.8.20,Karnataka,277814,194247
5528,24.8.20,Kerala,58262,37868
5529,24.8.20,Ladakh,2279,1514
5530,24.8.20,Madhya Pradesh,53129,41619
5531,24.8.20,Maharashtra,682383,510524
5532,24.8.20,Manipur,5246,3638
5533,24.8.20,Meghalaya,1917,784
5534,24.8.20,Mizoram,918,459
5535,24.8.20,Nagaland,3686,2303
5536,24.8.20,Odisha,78530,54815
5537,24.8.20,Puducherry,10522,6816
5538,24.8.20,Punjab,41779,27614
5539,24.8.20,Rajasthan,70609,56279
5540,24.8.20,Sikkim,1403,874
5541,24.8.20,Tamil Nadu,379385,325844
5542,24.8.20,Telengana,106091,83172
5543,24.8.20,Tripura,8902,6414
5544,24.8.20,Uttarakhand,15124,10680
5545,24.8.20,Uttar Pradesh,187781,138539
5546,24.8.20,West Bengal,138870,110801
5547,25.8.20,Andaman and Nicobar Islands,2904,2127
5548,25.8.20,Andhra Pradesh,361712,272196
5549,25.8.20,Arunachal Pradesh,3312,2432
5550,25.8.20,Assam,92619,73342
5551,25.8.20,Bihar,123198,101806
5552,25.8.20,Chandigarh,3035,1683
5553,25.8.20,Chhattisgarh,22054,13630
5554,25.8.20,Dadra and Nagar Haveli and Daman and Diu,2181,1788
5555,25.8.20,Delhi,162527,150901
5556,25.8.20,Goa,14138,11057
5557,25.8.20,Gujarat,87691,73139
5558,25.8.20,Haryana,55460,46018
5559,25.8.20,Himachal Pradesh,5101,3613
5560,25.8.20,Jammu and Kashmir,33075,25829
5561,25.8.20,Jharkhand,31005,21200
5562,25.8.20,Karnataka,283665,202435
5563,25.8.20,Kerala,59504,39117
5564,25.8.20,Ladakh,2330,1540
5565,25.8.20,Madhya Pradesh,54421,42477
5566,25.8.20,Maharashtra,693398,524955
5567,25.8.20,Manipur,5362,3736
5568,25.8.20,Meghalaya,1976,797
5569,25.8.20,Mizoram,953,461
5570,25.8.20,Nagaland,3714,2405
5571,25.8.20,Odisha,81479,57344
5572,25.8.20,Puducherry,10859,7106
5573,25.8.20,Punjab,43284,29486
5574,25.8.20,Rajasthan,71955,57567
5575,25.8.20,Sikkim,1446,937
5576,25.8.20,Tamil Nadu,385352,332070
5577,25.8.20,Telengana,108670,84933
5578,25.8.20,Tripura,9195,6492
5579,25.8.20,Uttarakhand,15529,11119
5580,25.8.20,Uttar Pradesh,192382,143094
5581,25.8.20,West Bengal,141837,114143
5582,26.8.20,Andaman and Nicobar Islands,2945,2268
5583,26.8.20,Andhra Pradesh,371639,281707
5584,26.8.20,Arunachal Pradesh,3412,2513
5585,26.8.20,Assam,94592,75074
5586,26.8.20,Bihar,124536,104820
5587,26.8.20,Chandigarh,3209,1753
5588,26.8.20,Chhattisgarh,23341,13953
5589,26.8.20,Dadra and Nagar Haveli and Daman and Diu,2203,1822
5590,26.8.20,Delhi,164071,152073
5591,26.8.20,Goa,14530,11381
5592,26.8.20,Gujarat,88805,74164
5593,26.8.20,Haryana,56608,47119
5594,26.8.20,Himachal Pradesh,5154,3778
5595,26.8.20,Jammu and Kashmir,33776,26232
5596,26.8.20,Jharkhand,31973,21735
5597,26.8.20,Karnataka,291826,209397
5598,26.8.20,Kerala,61879,40583
5599,26.8.20,Ladakh,2420,1573
5600,26.8.20,Madhya Pradesh,55800,43575
5601,26.8.20,Maharashtra,703823,537584
5602,26.8.20,Manipur,5444,3836
5603,26.8.20,Meghalaya,2018,840
5604,26.8.20,Mizoram,967,464
5605,26.8.20,Nagaland,3752,2620
5606,26.8.20,Odisha,84231,59898
5607,26.8.20,Puducherry,11426,7445
5608,26.8.20,Punjab,44577,30323
5609,26.8.20,Rajasthan,73325,59106
5610,26.8.20,Sikkim,1475,1057
5611,26.8.20,Tamil Nadu,391303,339175
5612,26.8.20,Telengana,111688,86003
5613,26.8.20,Tripura,9523,6657
5614,26.8.20,Uttarakhand,16014,11414
5615,26.8.20,Uttar Pradesh,197388,147813
5616,26.8.20,West Bengal,144801,117452
5617,27.8.20,Andaman and Nicobar Islands,2985,2350
5618,27.8.20,Andhra Pradesh,382469,290261
5619,27.8.20,Arunachal Pradesh,3555,2568
5620,27.8.20,Assam,96771,77236
5621,27.8.20,Bihar,126714,106891
5622,27.8.20,Chandigarh,3376,1837
5623,27.8.20,Chhattisgarh,24550,14376
5624,27.8.20,Dadra and Nagar Haveli and Daman and Diu,2228,1864
5625,27.8.20,Delhi,165764,153244
5626,27.8.20,Goa,15027,11676
5627,27.8.20,Gujarat,89994,75227
5628,27.8.20,Haryana,58005,48247
5629,27.8.20,Himachal Pradesh,5321,3842
5630,27.8.20,Jammu and Kashmir,34480,26850
5631,27.8.20,Jharkhand,33046,22711
5632,27.8.20,Karnataka,300406,216779
5633,27.8.20,Kerala,64355,41947
5634,27.8.20,Ladakh,2451,1605
5635,27.8.20,Madhya Pradesh,56864,44528
5636,27.8.20,Maharashtra,718711,545516
5637,27.8.20,Manipur,5585,3854
5638,27.8.20,Meghalaya,2050,882
5639,27.8.20,Mizoram,967,473
5640,27.8.20,Nagaland,3778,2620
5641,27.8.20,Odisha,87602,63254
5642,27.8.20,Puducherry,11930,7666
5643,27.8.20,Punjab,46090,31450
5644,27.8.20,Rajasthan,74670,60571
5645,27.8.20,Sikkim,1486,1079
5646,27.8.20,Tamil Nadu,397261,344899
5647,27.8.20,Telengana,114483,86883
5648,27.8.20,Tripura,9908,6782
5649,27.8.20,Uttarakhand,16549,11743
5650,27.8.20,Uttar Pradesh,203028,151711
5651,27.8.20,West Bengal,147775,120821
5652,28.8.20,Andaman and Nicobar Islands,3018,2416
5653,28.8.20,Andhra Pradesh,393090,298881
5654,28.8.20,Arunachal Pradesh,3633,2626
5655,28.8.20,Assam,98807,79585
5656,28.8.20,Bihar,128780,109713
5657,28.8.20,Chandigarh,3564,2020
5658,28.8.20,Chhattisgarh,25988,14852
5659,28.8.20,Dadra and Nagar Haveli and Daman and Diu,2266,1918
5660,28.8.20,Delhi,167604,154396
5661,28.8.20,Goa,15483,12038
5662,28.8.20,Gujarat,91179,76437
5663,28.8.20,Haryana,59298,49336
5664,28.8.20,Himachal Pradesh,5501,4041
5665,28.8.20,Jammu and Kashmir,35135,27392
5666,28.8.20,Jharkhand,34396,23300
5667,28.8.20,Karnataka,309792,224786
5668,28.8.20,Kerala,66761,44024
5669,28.8.20,Ladakh,2492,1667
5670,28.8.20,Madhya Pradesh,58181,45759
5671,28.8.20,Maharashtra,733568,555007
5672,28.8.20,Manipur,5725,3982
5673,28.8.20,Meghalaya,2129,907
5674,28.8.20,Mizoram,974,500
5675,28.8.20,Nagaland,3784,2744
5676,28.8.20,Odisha,90986,65771
5677,28.8.20,Puducherry,12434,7951
5678,28.8.20,Punjab,47836,32228
5679,28.8.20,Rajasthan,76015,61590
5680,28.8.20,Sikkim,1542,1154
5681,28.8.20,Tamil Nadu,403242,350878
5682,28.8.20,Telengana,117415,88474
5683,28.8.20,Tripura,10414,6928
5684,28.8.20,Uttarakhand,17277,12003
5685,28.8.20,Uttar Pradesh,208419,156110
5686,28.8.20,West Bengal,150772,124063
5687,29.8.20,Andaman and Nicobar Islands,3050,2486
5688,29.8.20,Andhra Pradesh,403616,307425
5689,29.8.20,Arunachal Pradesh,3745,2714
5690,29.8.20,Assam,101367,81356
5691,29.8.20,Bihar,131057,113010
5692,29.8.20,Chandigarh,3724,2152
5693,29.8.20,Chhattisgarh,27233,15360
5694,29.8.20,Dadra and Nagar Haveli and Daman and Diu,2290,1962
5695,29.8.20,Delhi,169412,155862
5696,29.8.20,Goa,16006,12471
5697,29.8.20,Gujarat,92452,77501
5698,29.8.20,Haryana,60596,50371
5699,29.8.20,Himachal Pradesh,5637,4182
5700,29.8.20,Jammu and Kashmir,35831,28050
5701,29.8.20,Jharkhand,35321,24231
5702,29.8.20,Karnataka,318752,232386
5703,29.8.20,Kerala,69304,46128
5704,29.8.20,Ladakh,2540,1742
5705,29.8.20,Madhya Pradesh,59433,46719
5706,29.8.20,Maharashtra,747995,566945
5707,29.8.20,Manipur,5843,4084
5708,29.8.20,Meghalaya,2240,968
5709,29.8.20,Mizoram,1003,509
5710,29.8.20,Nagaland,3805,2859
5711,29.8.20,Odisha,94668,68282
5712,29.8.20,Puducherry,13024,8279
5713,29.8.20,Punjab,49378,34315
5714,29.8.20,Rajasthan,77370,63050
5715,29.8.20,Sikkim,1576,1187
5716,29.8.20,Tamil Nadu,409238,356732
5717,29.8.20,Telengana,120166,90158
5718,29.8.20,Tripura,10857,7131
5719,29.8.20,Uttarakhand,17865,12363
5720,29.8.20,Uttar Pradesh,213824,161173
5721,29.8.20,West Bengal,153754,127405
5722,30.8.20,Andaman and Nicobar Islands,3081,2563
5723,30.8.20,Andhra Pradesh,414164,316483
5724,30.8.20,Arunachal Pradesh,3877,2759
5725,30.8.20,Assam,103794,82799
5726,30.8.20,Bihar,133003,115333
5727,30.8.20,Chandigarh,3985,2293
5728,30.8.20,Chhattisgarh,28746,16080
5729,30.8.20,Dadra and Nagar Haveli and Daman and Diu,2306,2000
5730,30.8.20,Delhi,171366,157326
5731,30.8.20,Goa,16553,12907
5732,30.8.20,Gujarat,93734,78625
5733,30.8.20,Haryana,61987,51381
5734,30.8.20,Himachal Pradesh,5781,4342
5735,30.8.20,Jammu and Kashmir,36377,28705
5736,30.8.20,Jharkhand,36857,25500
5737,30.8.20,Karnataka,327076,240611
5738,30.8.20,Kerala,71701,48359
5739,30.8.20,Ladakh,2603,1777
5740,30.8.20,Madhya Pradesh,60875,47758
5741,30.8.20,Maharashtra,764281,578814
5742,30.8.20,Manipur,5960,4214
5743,30.8.20,Meghalaya,2283,1045
5744,30.8.20,Mizoram,1008,584
5745,30.8.20,Nagaland,3851,2926
5746,30.8.20,Odisha,97920,71184
5747,30.8.20,Puducherry,13556,8722
5748,30.8.20,Punjab,50848,35439
5749,30.8.20,Rajasthan,78777,64001
5750,30.8.20,Sikkim,1602,1198
5751,30.8.20,Tamil Nadu,415590,362864
5752,30.8.20,Telengana,123090,91806
5753,30.8.20,Tripura,11307,7330
5754,30.8.20,Uttarakhand,18571,12836
5755,30.8.20,Uttar Pradesh,219457,166097
5756,30.8.20,West Bengal,156766,130770
5757,31.8.20,Andaman and Nicobar Islands,3104,2631
5758,31.8.20,Andhra Pradesh,424767,325638
5759,31.8.20,Arunachal Pradesh,4034,2829
5760,31.8.20,Assam,105774,84223
5761,31.8.20,Bihar,135035,117702
5762,31.8.20,Chandigarh,4155,2348
5763,31.8.20,Chhattisgarh,30092,16572
5764,31.8.20,Dadra and Nagar Haveli and Daman and Diu,2340,2044
5765,31.8.20,Delhi,173390,158597
5766,31.8.20,Goa,17004,13369
5767,31.8.20,Gujarat,95009,79737
5768,31.8.20,Haryana,63282,52302
5769,31.8.20,Himachal Pradesh,5945,4485
5770,31.8.20,Jammu and Kashmir,37163,29204
5771,31.8.20,Jharkhand,38435,26858
5772,31.8.20,Karnataka,335928,247818
5773,31.8.20,Kerala,73855,50136
5774,31.8.20,Ladakh,2638,1791
5775,31.8.20,Madhya Pradesh,62433,48841
5776,31.8.20,Maharashtra,780689,586800
5777,31.8.20,Manipur,6112,4267
5778,31.8.20,Meghalaya,2343,1059
5779,31.8.20,Mizoram,1011,589
5780,31.8.20,Nagaland,3922,3035
5781,31.8.20,Odisha,100934,73715
5782,31.8.20,Puducherry,14127,9189
5783,31.8.20,Punjab,52526,37151
5784,31.8.20,Rajasthan,80227,66136
5785,31.8.20,Sikkim,1627,1223
5786,31.8.20,Tamil Nadu,422085,369364
5787,31.8.20,Telengana,124963,93664
5788,31.8.20,Tripura,11644,7536
5789,31.8.20,Uttarakhand,19235,13323
5790,31.8.20,Uttar Pradesh,225632,170966
5791,31.8.20,West Bengal,159785,134128
5792,1.9.20,Andaman and Nicobar Islands,3132,2693
5793,1.9.20,Andhra Pradesh,434771,334495
5794,1.9.20,Arunachal Pradesh,4112,2892
5795,1.9.20,Assam,109040,85767
5796,1.9.20,Bihar,136457,120122
5797,1.9.20,Chandigarh,4346,2487
5798,1.9.20,Chhattisgarh,31503,17266
5799,1.9.20,Dadra and Nagar Haveli and Daman and Diu,2367,2083
5800,1.9.20,Delhi,174748,160122
5801,1.9.20,Goa,17418,13769
5802,1.9.20,Gujarat,96300,80776
5803,1.9.20,Haryana,64732,53361
5804,1.9.20,Himachal Pradesh,6116,4553
5805,1.9.20,Jammu and Kashmir,37698,29718
5806,1.9.20,Jharkhand,41656,27560
5807,1.9.20,Karnataka,342423,255169
5808,1.9.20,Kerala,75385,51832
5809,1.9.20,Ladakh,2681,1908
5810,1.9.20,Madhya Pradesh,63965,50051
5811,1.9.20,Maharashtra,792541,598142
5812,1.9.20,Manipur,6252,4358
5813,1.9.20,Meghalaya,2368,1172
5814,1.9.20,Mizoram,1011,591
5815,1.9.20,Nagaland,3950,3076
5816,1.9.20,Odisha,103536,77778
5817,1.9.20,Puducherry,14411,9562
5818,1.9.20,Punjab,53992,38480
5819,1.9.20,Rajasthan,81693,67868
5820,1.9.20,Sikkim,1652,1228
5821,1.9.20,Tamil Nadu,428041,375463
5822,1.9.20,Telengana,127697,95998
5823,1.9.20,Tripura,12153,7787
5824,1.9.20,Uttarakhand,19827,13919
5825,1.9.20,Uttar Pradesh,230414,175626
5826,1.9.20,West Bengal,162778,137498
5827,2.9.20,Andaman and Nicobar Islands,3160,2760
5828,2.9.20,Andhra Pradesh,445139,343929
5829,2.9.20,Arunachal Pradesh,4212,2986
5830,2.9.20,Assam,111724,87210
5831,2.9.20,Bihar,138349,122181
5832,2.9.20,Chandigarh,4550,2608
5833,2.9.20,Chhattisgarh,33387,17854
5834,2.9.20,Dadra and Nagar Haveli and Daman and Diu,2386,2124
5835,2.9.20,Delhi,177060,161190
5836,2.9.20,Goa,18006,14044
5837,2.9.20,Gujarat,97629,81921
5838,2.9.20,Haryana,66426,54541
5839,2.9.20,Himachal Pradesh,6255,4728
5840,2.9.20,Jammu and Kashmir,38223,30201
5841,2.9.20,Jharkhand,43833,28577
5842,2.9.20,Karnataka,351481,260463
5843,2.9.20,Kerala,76525,53947
5844,2.9.20,Ladakh,2733,2013
5845,2.9.20,Madhya Pradesh,65490,51418
5846,2.9.20,Maharashtra,808306,609440
5847,2.9.20,Manipur,6382,4479
5848,2.9.20,Meghalaya,2440,1247
5849,2.9.20,Mizoram,1020,612
5850,2.9.20,Nagaland,4003,3210
5851,2.9.20,Odisha,106561,81273
5852,2.9.20,Puducherry,14766,9915
5853,2.9.20,Punjab,55508,39659
5854,2.9.20,Rajasthan,83163,69193
5855,2.9.20,Sikkim,1670,1241
5856,2.9.20,Tamil Nadu,433969,381590
5857,2.9.20,Telengana,130589,98248
5858,2.9.20,Tripura,12702,7965
5859,2.9.20,Uttarakhand,20398,14356
5860,2.9.20,Uttar Pradesh,235757,180219
5861,2.9.20,West Bengal,165721,140899
5862,3.9.20,Andaman and Nicobar Islands,3186,2805
5863,3.9.20,Andhra Pradesh,455531,352455
5864,3.9.20,Arunachal Pradesh,4360,3082
5865,3.9.20,Assam,115279,89052
5866,3.9.20,Bihar,141441,124440
5867,3.9.20,Chandigarh,4789,2729
5868,3.9.20,Chhattisgarh,35683,18519
5869,3.9.20,Dadra and Nagar Haveli and Daman and Diu,2435,2143
5870,3.9.20,Delhi,179569,163067
5871,3.9.20,Goa,18642,14263
5872,3.9.20,Gujarat,98888,82975
5873,3.9.20,Haryana,68218,55596
5874,3.9.20,Himachal Pradesh,6416,4803
5875,3.9.20,Jammu and Kashmir,38864,30811
5876,3.9.20,Jharkhand,44862,30185
5877,3.9.20,Karnataka,361341,266863
5878,3.9.20,Kerala,78072,56083
5879,3.9.20,Ladakh,2785,2042
5880,3.9.20,Madhya Pradesh,66914,52577
5881,3.9.20,Maharashtra,825739,623691
5882,3.9.20,Manipur,6507,4636
5883,3.9.20,Meghalaya,2517,1331
5884,3.9.20,Mizoram,1020,661
5885,3.9.20,Nagaland,4017,3232
5886,3.9.20,Odisha,109780,84587
5887,3.9.20,Puducherry,15157,10221
5888,3.9.20,Punjab,56989,41360
5889,3.9.20,Rajasthan,84674,71755
5890,3.9.20,Sikkim,1704,1273
5891,3.9.20,Tamil Nadu,439959,387579
5892,3.9.20,Telengana,133406,100869
5893,3.9.20,Tripura,13292,8159
5894,3.9.20,Uttarakhand,21234,14792
5895,3.9.20,Uttar Pradesh,241439,184980
5896,3.9.20,West Bengal,168697,144252
5897,4.9.20,Andaman and Nicobar Islands,3223,2871
5898,4.9.20,Andhra Pradesh,465730,362209
5899,4.9.20,Arunachal Pradesh,4574,3174
5900,4.9.20,Assam,118333,91030
5901,4.9.20,Bihar,142967,125648
